order_id,order_date,region,channel,product_id,product_name,category,unit_price,quantity,discount,customer_id,payment_method
O2024006461,2024-05-30,South,Store,P1005,Desk Lamp,Home Office,36.67,1,0.0,C11404,Pix
O2024006462,2024-02-04,North,Marketplace,P1012,Webcam,Electronics,39.49,1,0.0,C12774,Credit Card
O2024006463,2024-11-09,South,Store,P1010,Backpack,Lifestyle,47.28,2,0.2,C13739,Pix
O2024006464,2024-03-04,East,Online,P1007,Notebook Pack,Stationery,12.5,1,0.0,C14464,Credit Card
O2024006465,2024-03-02,Central,Wholesale,P1013,Coffee Mug,Lifestyle,10.39,3,0.0,C18020,Credit Card
O2024006466,2024-01-26,West,Wholesale,P1015,Laptop Stand,Home Office,26.64,3,0.15,C14094,Bank Transfer
O2024006467,2024-09-08,West,Store,P1002,Mechanical Keyboard,Electronics,80.68,5,0.0,C13450,Credit Card
O2024006468,2024-04-09,Central,Store,P1003,USB-C Cable,Electronics,9.8,1,0.15,C13719,Pix
O2024006469,2024-07-12,South,Marketplace,P1002,Mechanical Keyboard,Electronics,80.65,2,0.05,C11861,Debit Card
O2024006470,2024-02-24,West,Marketplace,P1015,Laptop Stand,Home Office,29.01,2,0.0,C19213,Debit Card
O2024006471,2024-04-19,North,Store,P1008,Ballpoint Pen Set,Stationery,8.65,3,0.0,C18890,Bank Transfer
O2024006472,2024-05-08,South,Store,P1007,Notebook Pack,Stationery,13.13,6,0.2,C18580,Bank Transfer
O2024006473,2024-03-08,South,Online,P1004,27-inch Monitor,Electronics,195.6,2,0.15,C17732,Pix
O2024006474,2024-05-07,West,Store,P1015,Laptop Stand,Home Office,30.19,2,0.15,C12026,Credit Card
O2024006475,2024-11-16,North,Online,P1010,Backpack,Lifestyle,45.45,3,0.0,C18638,Debit Card
O2024006476,2024-03-02,East,Store,P1013,Coffee Mug,Lifestyle,12.14,10,0.0,C15958,Bank Transfer
O2024006477,2024-02-21,North,Store,P1003,USB-C Cable,Electronics,10.2,1,0.0,C13529,Credit Card
O2024006478,2024-03-05,North,Wholesale,P1011,Bluetooth Speaker,Electronics,54.45,1,0.05,C18981,Pix
O2024006479,2024-06-11,Central,Online,P1008,Ballpoint Pen Set,Stationery,8.15,8,0.15,C11687,Debit Card
O2024006480,2024-12-15,East,Marketplace,P1009,Water Bottle,Lifestyle,15.58,10,0.05,C19321,Credit Card
O2024006481,2024-11-01,South,Store,P1002,Mechanical Keyboard,Electronics,83.94,1,0.0,C16501,Pix
O2024006482,2024-04-22,South,Wholesale,P1013,Coffee Mug,Lifestyle,11.03,1,0.0,C10990,Pix
O2024006483,2024-12-03,Central,Marketplace,P1013,Coffee Mug,Lifestyle,11.31,1,0.15,C11376,Credit Card
O2024006484,2024-07-21,South,Wholesale,P1009,Water Bottle,Lifestyle,14.74,1,0.05,C17202,Credit Card
O2024006485,2024-02-21,West,Online,P1009,Water Bottle,Lifestyle,15.74,1,0.0,C12887,Debit Card
O2024006486,2024-01-26,South,Online,P1007,Notebook Pack,Stationery,12.88,6,0.2,C11340,Pix
O2024006487,2024-06-02,East,Marketplace,P1005,Desk Lamp,Home Office,34.2,2,0.05,C10094,Bank Transfer
O2024006488,2024-08-12,Central,Wholesale,P1001,Wireless Mouse,Electronics,22.61,4,0.15,C12692,Credit Card
O2024006489,2024-03-06,East,Marketplace,P1011,Bluetooth Speaker,Electronics,58.7,6,0.1,C13281,Pix
O2024006490,2024-06-01,West,Online,P1012,Webcam,Electronics,39.5,2,0.0,C16714,Debit Card
O2024006491,2024-07-02,North,Online,P1007,Notebook Pack,Stationery,12.62,5,0.0,C18003,Pix
O2024006492,2024-01-12,West,Marketplace,P1004,27-inch Monitor,Electronics,184.24,1,0.1,C18106,Bank Transfer
O2024006493,2024-11-24,Central,Store,P1009,Water Bottle,Lifestyle,15.73,3,0.05,C13086,Bank Transfer
O2024006494,2024-02-11,East,Store,P1015,Laptop Stand,Home Office,30.5,1,0.1,C17860,Debit Card
O2024006495,2024-09-18,North,Online,P1011,Bluetooth Speaker,Electronics,60.5,1,0.0,C13963,Bank Transfer
O2024006496,2024-06-30,South,Marketplace,P1003,USB-C Cable,Electronics,9.99,8,0.2,C15887,Credit Card
O2024006497,2024-04-09,North,Wholesale,P1013,Coffee Mug,Lifestyle,10.82,2,0.15,C15717,Debit Card
O2024006498,2024-06-22,Central,Online,P1015,Laptop Stand,Home Office,29.0,4,0.0,C12291,Bank Transfer
O2024006499,2024-02-29,Central,Online,P1013,Coffee Mug,Lifestyle,11.54,1,0.05,C19202,Credit Card
O2024006500,2024-08-19,Central,Store,P1004,27-inch Monitor,Electronics,187.89,2,0.1,C11557,Credit Card
O2024006501,2024-07-02,South,Online,P1013,Coffee Mug,Lifestyle,12.26,3,0.15,C13352,Pix
O2024006502,2024-10-14,Central,Store,P1013,Coffee Mug,Lifestyle,11.77,1,0.0,C18972,Debit Card
O2024006503,2024-04-06,Central,Online,P1012,Webcam,Electronics,38.7,2,0.1,C17973,Pix
O2024006504,2024-01-01,East,Online,P1012,Webcam,Electronics,39.9,8,0.2,C18739,Credit Card
O2024006505,2024-06-08,East,Store,P1010,Backpack,Lifestyle,45.9,2,0.15,C12590,Credit Card
O2024006506,2024-05-06,East,Online,P1008,Ballpoint Pen Set,Stationery,8.4,1,0.0,C15043,Debit Card
O2024006507,2024-07-28,Central,Online,P1002,Mechanical Keyboard,Electronics,77.5,1,0.15,C18803,Bank Transfer
O2024006508,2024-11-24,West,Online,P1001,Wireless Mouse,Electronics,25.64,1,0.2,C12912,Pix
O2024006509,2024-08-06,South,Online,P1012,Webcam,Electronics,41.1,2,0.05,C18448,Bank Transfer
O2024006510,2024-02-26,North,Marketplace,P1005,Desk Lamp,Home Office,34.54,1,0.2,C12894,Bank Transfer
O2024006511,2024-04-23,Central,Store,P1007,Notebook Pack,Stationery,12.37,4,0.2,C18923,Pix
O2024006512,2024-07-23,West,Store,P1003,USB-C Cable,Electronics,10.0,1,0.1,C19161,Debit Card
O2024006513,2024-06-18,East,Marketplace,P1011,Bluetooth Speaker,Electronics,58.7,3,0.1,C11083,Debit Card
O2024006514,2024-03-26,South,Store,P1003,USB-C Cable,Electronics,10.4,1,0.15,C18563,Credit Card
O2024006515,2024-06-15,North,Store,P1003,USB-C Cable,Electronics,10.2,1,0.0,C10201,Pix
O2024006516,2024-03-30,South,Online,P1015,Laptop Stand,Home Office,30.8,3,0.1,C16299,Pix
O2024006517,2024-07-06,West,Store,P1005,Desk Lamp,Home Office,35.24,2,0.15,C15171,Bank Transfer
O2024006518,2024-05-19,West,Wholesale,P1011,Bluetooth Speaker,Electronics,53.37,2,0.05,C18421,Credit Card
O2024006519,2024-05-09,Central,Wholesale,P1005,Desk Lamp,Home Office,30.47,3,0.0,C14031,Debit Card
O2024006520,2024-04-09,West,Wholesale,P1012,Webcam,Electronics,35.55,3,0.0,C11552,Pix
O2024006521,2024-12-19,Central,Store,P1003,USB-C Cable,Electronics,9.8,3,0.0,C10115,Debit Card
O2024006522,2024-01-30,East,Store,P1002,Mechanical Keyboard,Electronics,81.5,3,0.05,C16372,Pix
O2024006523,2024-09-15,East,Store,P1012,Webcam,Electronics,40.7,3,0.0,C18219,Debit Card
O2024006524,2024-09-10,Central,Store,P1008,Ballpoint Pen Set,Stationery,8.31,2,0.0,C19610,Bank Transfer
O2024006525,2024-12-22,East,Online,P1011,Bluetooth Speaker,Electronics,59.9,3,0.0,C11294,Pix
O2024006526,2024-12-04,Central,Online,P1015,Laptop Stand,Home Office,29.0,4,0.0,C12075,Bank Transfer
O2024006527,2024-01-07,West,Online,P1002,Mechanical Keyboard,Electronics,79.1,2,0.2,C15207,Credit Card
O2024006528,2024-07-04,Central,Store,P1007,Notebook Pack,Stationery,12.37,1,0.0,C10373,Pix
O2024006529,2024-07-05,South,Online,P1007,Notebook Pack,Stationery,12.88,2,0.0,C17557,Pix
O2024006530,2024-08-05,North,Marketplace,P1013,Coffee Mug,Lifestyle,11.78,2,0.15,C11573,Bank Transfer
O2024006531,2024-12-14,East,Marketplace,P1010,Backpack,Lifestyle,44.1,1,0.05,C18561,Bank Transfer
O2024006532,2024-01-14,Central,Store,P1004,27-inch Monitor,Electronics,187.89,2,0.15,C14374,Credit Card
O2024006533,2024-12-06,North,Store,P1004,27-inch Monitor,Electronics,195.63,3,0.0,C19849,Debit Card
O2024006534,2024-04-04,North,Marketplace,P1007,Notebook Pack,Stationery,12.37,3,0.2,C16569,Debit Card
O2024006535,2024-01-29,North,Online,P1012,Webcam,Electronics,40.3,3,0.0,C10583,Bank Transfer
O2024006536,2024-09-26,South,Online,P1005,Desk Lamp,Home Office,35.95,2,0.0,C18847,Debit Card
O2024006537,2024-09-30,Central,Online,P1009,Water Bottle,Lifestyle,15.42,2,0.2,C17699,Debit Card
O2024006538,2024-04-26,East,Marketplace,P1010,Backpack,Lifestyle,44.1,2,0.0,C12220,Bank Transfer
O2024006539,2024-01-04,West,Store,P1001,Wireless Mouse,Electronics,26.15,2,0.1,C15779,Pix
O2024006540,2024-04-23,West,Store,P1001,Wireless Mouse,Electronics,26.15,3,0.0,C10166,Credit Card
O2024006541,2024-10-26,East,Online,P1004,27-inch Monitor,Electronics,189.9,5,0.0,C16655,Pix
O2024006542,2024-04-09,Central,Online,P1014,Planner 2024,Stationery,14.45,3,0.2,C12206,Pix
O2024006543,2024-08-14,South,Store,P1004,27-inch Monitor,Electronics,199.51,3,0.0,C14558,Bank Transfer
O2024006544,2024-07-16,West,Wholesale,P1008,Ballpoint Pen Set,Stationery,7.48,6,0.0,C15077,Pix
O2024006545,2024-07-11,East,Online,P1007,Notebook Pack,Stationery,12.5,1,0.0,C12614,Pix
O2024006546,2024-12-09,South,Store,P1015,Laptop Stand,Home Office,31.41,4,0.05,C16698,Credit Card
O2024006547,2024-03-11,Central,Marketplace,P1008,Ballpoint Pen Set,Stationery,7.99,2,0.2,C17116,Pix
O2024006548,2024-02-13,West,Store,P1003,USB-C Cable,Electronics,10.0,2,0.05,C11037,Debit Card
O2024006549,2024-04-21,North,Store,P1012,Webcam,Electronics,41.1,8,0.0,C19630,Bank Transfer
O2024006550,2024-08-15,East,Store,P1002,Mechanical Keyboard,Electronics,81.5,3,0.0,C14898,Debit Card
O2024006551,2024-09-02,Central,Marketplace,P1006,Ergonomic Chair,Home Office,237.55,5,0.05,C16121,Bank Transfer
O2024006552,2024-06-06,South,Marketplace,P1006,Ergonomic Chair,Home Office,252.25,3,0.15,C11350,Credit Card
O2024006553,2024-01-18,South,Wholesale,P1015,Laptop Stand,Home Office,27.72,3,0.0,C13814,Pix
O2024006554,2024-12-07,South,Store,P1014,Planner 2024,Stationery,15.65,2,0.0,C13625,Bank Transfer
O2024006555,2024-09-05,West,Online,P1006,Ergonomic Chair,Home Office,247.4,2,0.1,C19595,Debit Card
O2024006556,2024-10-12,North,Wholesale,P1007,Notebook Pack,Stationery,11.36,2,0.0,C14137,Bank Transfer
O2024006557,2024-12-10,East,Online,P1010,Backpack,Lifestyle,45.0,2,0.0,C18497,Bank Transfer
O2024006558,2024-10-23,West,Store,P1005,Desk Lamp,Home Office,35.24,2,0.0,C10678,Bank Transfer
O2024006559,2024-11-08,North,Store,P1010,Backpack,Lifestyle,46.36,1,0.2,C12025,Credit Card
O2024006560,2024-05-12,West,Marketplace,P1002,Mechanical Keyboard,Electronics,77.52,3,0.15,C16761,Credit Card
O2024006561,2024-07-02,Central,Store,P1008,Ballpoint Pen Set,Stationery,8.31,2,0.05,C13837,Pix
O2024006562,2024-05-29,East,Online,P1010,Backpack,Lifestyle,45.0,1,0.15,C17116,Pix
O2024006563,2024-04-05,East,Online,P1005,Desk Lamp,Home Office,34.9,1,0.1,C13726,Debit Card
O2024006564,2024-06-14,East,Online,P1002,Mechanical Keyboard,Electronics,79.9,1,0.05,C14951,Pix
O2024006565,2024-10-04,Central,Store,P1009,Water Bottle,Lifestyle,15.73,10,0.2,C11084,Debit Card
O2024006566,2024-10-20,Central,Marketplace,P1006,Ergonomic Chair,Home Office,237.55,8,0.15,C17337,Bank Transfer
O2024006567,2024-05-13,East,Store,P1007,Notebook Pack,Stationery,12.75,1,0.0,C16881,Bank Transfer
O2024006568,2024-05-18,East,Store,P1001,Wireless Mouse,Electronics,26.42,4,0.05,C14392,Credit Card
O2024006569,2024-02-26,East,Online,P1012,Webcam,Electronics,39.9,2,0.1,C15717,Pix
O2024006570,2024-06-24,South,Store,P1005,Desk Lamp,Home Office,36.67,2,0.0,C14052,Bank Transfer
O2024006571,2024-08-28,Central,Store,P1008,Ballpoint Pen Set,Stationery,8.31,2,0.0,C16586,Pix
O2024006572,2024-07-24,West,Marketplace,P1003,USB-C Cable,Electronics,9.6,1,0.0,C12504,Credit Card
O2024006573,2024-07-01,Central,Online,P1010,Backpack,Lifestyle,43.65,1,0.2,C14944,Credit Card
O2024006574,2024-04-16,West,Store,P1012,Webcam,Electronics,40.29,8,0.0,C14692,Pix
O2024006575,2024-06-03,North,Online,P1006,Ergonomic Chair,Home Office,252.4,2,0.1,C19762,Bank Transfer
O2024006576,2024-07-02,West,Online,P1001,Wireless Mouse,Electronics,25.64,1,0.15,C11532,Credit Card
O2024006577,2024-05-01,North,Online,P1006,Ergonomic Chair,Home Office,252.4,1,0.15,C19590,Pix
O2024006578,2024-03-03,West,Store,P1004,27-inch Monitor,Electronics,191.76,1,0.2,C11615,Pix
O2024006579,2024-11-10,Central,Wholesale,P1004,27-inch Monitor,Electronics,165.78,3,0.15,C12598,Credit Card
O2024006580,2024-11-28,East,Store,P1008,Ballpoint Pen Set,Stationery,8.57,1,0.0,C17590,Debit Card
O2024006581,2024-10-06,East,Wholesale,P1008,Ballpoint Pen Set,Stationery,7.56,2,0.1,C11976,Pix
O2024006582,2024-10-26,West,Online,P1004,27-inch Monitor,Electronics,188.0,1,0.0,C19797,Pix
O2024006583,2024-05-03,West,Online,P1007,Notebook Pack,Stationery,12.38,1,0.1,C19179,Pix
O2024006584,2024-08-20,East,Store,P1010,Backpack,Lifestyle,45.9,3,0.15,C10906,Pix
O2024006585,2024-06-28,South,Online,P1003,USB-C Cable,Electronics,10.2,1,0.1,C11620,Pix
O2024006586,2024-02-14,East,Online,P1001,Wireless Mouse,Electronics,25.9,1,0.2,C14418,Pix
O2024006587,2024-11-27,West,Store,P1005,Desk Lamp,Home Office,35.24,2,0.2,C10429,Bank Transfer
O2024006588,2024-06-30,East,Wholesale,P1002,Mechanical Keyboard,Electronics,71.91,1,0.15,C12423,Bank Transfer
O2024006589,2024-03-21,West,Online,P1013,Coffee Mug,Lifestyle,11.78,5,0.1,C10419,Pix
O2024006590,2024-02-26,North,Marketplace,P1007,Notebook Pack,Stationery,12.37,1,0.0,C19757,Debit Card
O2024006591,2024-09-22,South,Store,P1011,Bluetooth Speaker,Electronics,62.93,1,0.2,C12035,Pix
O2024006592,2024-10-18,West,Online,P1001,Wireless Mouse,Electronics,25.64,4,0.05,C11984,Credit Card
O2024006593,2024-01-04,East,Store,P1010,Backpack,Lifestyle,45.9,2,0.05,C15998,Credit Card
O2024006594,2024-03-31,East,Store,P1008,Ballpoint Pen Set,Stationery,8.57,3,0.15,C18692,Bank Transfer
O2024006595,2024-05-29,South,Wholesale,P1002,Mechanical Keyboard,Electronics,74.07,2,0.1,C16714,Pix
O2024006596,2024-07-03,East,Store,P1001,Wireless Mouse,Electronics,26.42,5,0.1,C13251,Debit Card
O2024006597,2024-03-16,West,Wholesale,P1006,Ergonomic Chair,Home Office,222.66,1,0.15,C19487,Bank Transfer
O2024006598,2024-02-24,North,Online,P1001,Wireless Mouse,Electronics,26.16,6,0.0,C11870,Bank Transfer
O2024006599,2024-03-17,North,Online,P1008,Ballpoint Pen Set,Stationery,8.48,2,0.0,C13348,Credit Card
O2024006600,2024-03-06,North,Marketplace,P1008,Ballpoint Pen Set,Stationery,8.31,3,0.15,C15830,Credit Card
O2024006601,2024-09-22,West,Store,P1013,Coffee Mug,Lifestyle,12.02,3,0.15,C12090,Pix
O2024006602,2024-12-26,Central,Online,P1009,Water Bottle,Lifestyle,15.42,2,0.05,C15182,Debit Card
O2024006603,2024-06-19,Central,Online,P1011,Bluetooth Speaker,Electronics,58.1,4,0.0,C16993,Bank Transfer
O2024006604,2024-09-06,South,Online,P1013,Coffee Mug,Lifestyle,12.26,3,0.0,C16711,Debit Card
O2024006605,2024-06-19,Central,Marketplace,P1015,Laptop Stand,Home Office,28.42,2,0.1,C10826,Bank Transfer
O2024006606,2024-05-09,West,Store,P1004,27-inch Monitor,Electronics,191.76,6,0.0,C16798,Debit Card
O2024006607,2024-04-27,West,Store,P1004,27-inch Monitor,Electronics,191.76,3,0.0,C15136,Pix
O2024006608,2024-03-22,Central,Store,P1001,Wireless Mouse,Electronics,25.63,10,0.05,C17546,Credit Card
O2024006609,2024-09-28,West,Online,P1009,Water Bottle,Lifestyle,15.74,2,0.1,C19825,Debit Card
O2024006610,2024-05-23,East,Marketplace,P1004,27-inch Monitor,Electronics,186.1,1,0.0,C11405,Pix
O2024006611,2024-11-19,North, online ,P1010,Backpack,Lifestyle,44.54,3,0.0,C17923,Credit Card
O2024006612,2024-03-11,East,Online,P1010,Backpack,Lifestyle,45.0,5,0.05,C18316,Pix
O2024006613,2024-11-12,South,Store,P1005,Desk Lamp,Home Office,36.67,1,0.1,C11683,Debit Card
O2024006614,2024-07-10,West,Store,P1011,Bluetooth Speaker,Electronics,60.49,3,0.0,C17663,Pix
O2024006615,2024-12-27,West,Store,P1012,Webcam,Electronics,40.29,1,0.1,C12722,Bank Transfer
O2024006616,2024-01-08,West,Marketplace,P1015,Laptop Stand,Home Office,29.01,1,0.0,C13223,Pix
O2024006617,2024-11-17,Central,Wholesale,P1004,27-inch Monitor,Electronics,165.78,5,0.15,C15184,Credit Card
O2024006618,2024-09-26,North,Wholesale,P1011,Bluetooth Speaker,Electronics,54.45,1,0.15,C19315,Debit Card
O2024006619,2024-04-14,East,Marketplace,P1007,Notebook Pack,Stationery,12.25,2,0.2,C14533,Pix
O2024006620,2024-01-19,Central,Marketplace,P1007,Notebook Pack,Stationery,11.88,1,0.2,C16603,Credit Card
O2024006621,2024-08-13,Central,Online,P1014,Planner 2024,Stationery,14.45,2,0.0,C13996,Debit Card
O2024006622,2024-01-15,West,Online,P1012,Webcam,Electronics,39.5,2,0.05,C15099,Pix
O2024006623,2024-02-03,North,Online,P1009,Water Bottle,Lifestyle,16.06,6,0.2,C15474,Bank Transfer
O2024006624,2024-07-28,West,Wholesale,P1002,Mechanical Keyboard,Electronics,71.19,2,0.0,C17363,Debit Card
O2024006625,2024-11-21,South,Wholesale,P1013,Coffee Mug,Lifestyle,11.03,2,0.2,C15471,Debit Card
O2024006626,2024-03-15,North,Online,P1011,Bluetooth Speaker,Electronics,60.5,1,0.0,C11686,Pix
O2024006627,2024-03-03,South,Marketplace,P1002,Mechanical Keyboard,Electronics,80.65,3,0.0,C10187,Bank Transfer
O2024006628,2024-08-10,Central,Store,P1003,USB-C Cable,Electronics,9.8,1,0.2,C12072,Pix
O2024006629,2024-04-07,Central,Marketplace,P1007,Notebook Pack,Stationery,11.88,2,0.2,C13464,Pix
O2024006630,2024-09-08,West,Wholesale,P1011,Bluetooth Speaker,Electronics,53.37,3,0.15,C10683,Pix
O2024006631,2024-08-08,West,Wholesale,P1012,Webcam,Electronics,35.55,2,0.0,C15877,Debit Card
O2024006632,2024-02-24,East,Store,P1006,Ergonomic Chair,Home Office,254.9,1,0.0,C13836,Pix
O2024006633,2024-09-25,North,Online,P1002,Mechanical Keyboard,Electronics,80.7,1,0.2,C19806,Pix
O2024006634,2024-01-18,North,Online,P1015,Laptop Stand,Home Office,30.2,2,0.05,C10854,Debit Card
O2024006635,2024-04-16,Central,Wholesale,P1011,Bluetooth Speaker,Electronics,52.29,1,0.0,C15365,Debit Card
O2024006636,2024-03-29,North,Online,P1014,Planner 2024,Stationery,15.05,2,0.15,C10239,Credit Card
O2024006637,2024-09-24,Central,Online,P1014,Planner 2024,Stationery,14.45,5,0.15,C19530,Bank Transfer
O2024006638,2024-06-21,Central,Online,P1002,Mechanical Keyboard,Electronics,77.5,4,0.1,C16122,Pix
O2024006639,2024-08-30,West,Wholesale,P1005,Desk Lamp,Home Office,31.1,1,0.05,C15710,Debit Card
O2024006640,2024-10-05,South,Online,P1002,Mechanical Keyboard,Electronics,82.3,1,0.0,C18353,Debit Card
O2024006641,2024-05-23,South,Online,P1005,Desk Lamp,Home Office,35.95,1,0.0,C11256,Credit Card
O2024006642,2024-04-20,North,Online,P1003,USB-C Cable,Electronics,10.0,1,0.1,C15351,Debit Card
O2024006643,2024-08-25,West,Online,P1001,Wireless Mouse,Electronics,25.64,2,0.1,C19813,Bank Transfer
O2024006644,2024-10-21,West,Wholesale,P1008,Ballpoint Pen Set,Stationery,7.48,4,0.05,C18657,Credit Card
O2024006645,2024-03-17,Central,Online,P1007,Notebook Pack,Stationery,12.12,1,0.15,C17936,Bank Transfer
O2024006646,2024-04-26,West,Online,P1009,Water Bottle,Lifestyle,15.74,2,0.0,C10195,Bank Transfer
O2024006647,2024-04-16,West,Online,P1010,Backpack,Lifestyle,44.55,3,0.0,C11274,Credit Card
O2024006648,2024-05-05,West,Store,P1008,Ballpoint Pen Set,Stationery,8.48,1,0.15,C13511,Credit Card
O2024006649,2024-06-28,West,Online,P1002,Mechanical Keyboard,Electronics,79.1,8,0.05,C11656,Debit Card
O2024006650,2024-04-16,North,Online,P1009,Water Bottle,Lifestyle,16.06,2,0.2,C19872,Bank Transfer
O2024006651,2024-11-22,Central,Online,P1005,Desk Lamp,Home Office,33.85,1,0.0,C11169,Bank Transfer
O2024006652,2024-09-08,Central,Online,P1004,27-inch Monitor,Electronics,184.2,1,0.2,C11566,Debit Card
O2024006653,2024-04-02,West,Marketplace,P1011,Bluetooth Speaker,Electronics,58.11,3,0.0,C12210,Bank Transfer
O2024006654,2024-03-21,East,Store,P1008,Ballpoint Pen Set,Stationery,8.57,8,0.0,C17230,Credit Card
O2024006655,2024-04-09,Central,Store,P1007,Notebook Pack,Stationery,12.37,1,0.0,C16588,Pix
O2024006656,2024-03-14,South,Store,P1001,Wireless Mouse,Electronics,27.21,1,0.05,C14637,Pix
O2024006657,2024-06-05,Central,Online,P1010,Backpack,Lifestyle,43.65,1,0.15,C10255,Bank Transfer
O2024006658,2024-02-08,North,Online,P1003,USB-C Cable,Electronics,10.0,1,0.0,C15032,Credit Card
O2024006659,2024-04-27,Central,Store,P1001,Wireless Mouse,Electronics,25.63,2,0.0,C12634,Credit Card
O2024006660,2024-03-05,East,Store,P1002,Mechanical Keyboard,Electronics,81.5,4,0.0,C13464,Bank Transfer
O2024006661,2024-06-04,Central,Online,P1007,Notebook Pack,Stationery,12.12,2,0.05,C17426,Credit Card
O2024006662,2024-05-15,West,Online,P1002,Mechanical Keyboard,Electronics,79.1,1,0.0,C15818,Debit Card
O2024006663,2024-04-25,North,Store,P1011,Bluetooth Speaker,Electronics,61.71,3,0.05,C16748,Debit Card
O2024006664,2024-08-16,East,Wholesale,P1007,Notebook Pack,Stationery,11.25,2,0.2,C19832,Credit Card
O2024006665,2024-10-31,South,Online,P1007,Notebook Pack,Stationery,12.88,2,0.1,C12101,Credit Card
O2024006666,2024-04-21,Central,Store,P1008,Ballpoint Pen Set,Stationery,8.31,2,0.0,C10418,Pix
O2024006667,2024-10-31,Central,Online,P1014,Planner 2024,Stationery,14.45,1,0.2,C18276,Debit Card
O2024006668,2024-01-12,South,Marketplace,P1006,Ergonomic Chair,Home Office,252.25,1,0.1,C12657,Debit Card
O2024006669,2024-10-30,Central,Marketplace,P1004,27-inch Monitor,Electronics,180.52,3,0.15,C11289,Credit Card
O2024006670,2024-02-21,North,Store,P1008,Ballpoint Pen Set,Stationery,8.65,1,0.0,C12905,Pix
O2024006671,2024-07-25,North,Store,P1006,Ergonomic Chair,Home Office,257.45,1,0.0,C14669,Bank Transfer
O2024006672,2024-12-28,Central,Online,P1012,Webcam,Electronics,38.7,5,0.15,C13624,Pix
O2024006673,2024-07-19,North,Online,P1003,USB-C Cable,Electronics,10.0,3,0.15,C10136,Credit Card
O2024006674,2024-05-09,East,Online,P1013,Coffee Mug,Lifestyle,11.9,4,0.2,C13140,Credit Card
O2024006675,2024-01-28,South,Wholesale,P1004,27-inch Monitor,Electronics,176.04,2,0.0,C12605,Credit Card
O2024006676,2024-01-16,Central,Online,P1009,Water Bottle,Lifestyle,15.42,1,0.15,C18400,Bank Transfer
O2024006677,2024-06-06,Central,Store,P1015,Laptop Stand,Home Office,29.58,6,0.0,C16080,Pix
O2024006678,2024-08-28,Central,Store,P1008,Ballpoint Pen Set,Stationery,8.31,2,0.05,C13376,Credit Card
O2024006679,2024-12-10,West,Store,P1004,27-inch Monitor,Electronics,191.76,3,0.0,C11037,Pix
O2024006680,2024-12-24,West,Store,P1015,Laptop Stand,Home Office,30.19,3,0.0,C10992,Pix
O2024006681,2024-05-24,North,Online,P1015,Laptop Stand,Home Office,30.2,4,0.15,C10393,Bank Transfer
O2024006682,2024-11-21,North,Online,P1007,Notebook Pack,Stationery,12.62,2,0.0,C10357,Debit Card
O2024006683,2024-03-04,Central,Store,P1004,27-inch Monitor,Electronics,187.89,10,0.0,C12065,Bank Transfer
O2024006684,2024-08-03,West,Store,P1002,Mechanical Keyboard,Electronics,80.68,5,0.2,C13129,Bank Transfer
O2024006685,2024-06-03,West,Store,P1014,Planner 2024,Stationery,15.05,1,0.15,C19746,Bank Transfer
O2024006686,2024-05-30,North,Online,P1005,Desk Lamp,Home Office,35.25,1,0.0,C11070,Pix
O2024006687,2024-07-25,East,Wholesale,P1011,Bluetooth Speaker,Electronics,53.91,5,0.2,C19698,Bank Transfer
O2024006688,2024-12-05,South,Marketplace,P1011,Bluetooth Speaker,Electronics,60.46,4,0.2,C16840,Bank Transfer
O2024006689,2024-02-27,South,Online,P1004,27-inch Monitor,Electronics,195.6,2,0.0,C17264,Pix
O2024006690,2024-02-16,Central,Marketplace,P1012,Webcam,Electronics,37.93,6,0.2,C17398,Bank Transfer
O2024006691,2024-12-05,East,Wholesale,P1008,Ballpoint Pen Set,Stationery,7.56,3,0.0,C13970,Pix
O2024006692,2024-04-21,North,Marketplace,P1005,Desk Lamp,Home Office,34.54,2,0.1,C11345,Pix
O2024006693,2024-03-27,Central,Marketplace,P1010,Backpack,Lifestyle,42.78,2,0.0,C18644,Bank Transfer
O2024006694,2024-02-16,South,Marketplace,P1009,Water Bottle,Lifestyle,16.05,2,0.0,C12078,Pix
O2024006695,2024-01-22,West,Online,P1006,Ergonomic Chair,Home Office,247.4,2,0.2,C15779,Pix
O2024006696,2024-08-22,South,Store,P1008,Ballpoint Pen Set,Stationery,8.83,3,0.1,C10353,Pix
O2024006697,2024-10-31,Central,Store,P1005,Desk Lamp,Home Office,34.53,3,0.2,C13636,Bank Transfer
O2024006698,2024-01-28,West,Marketplace,P1002,Mechanical Keyboard,Electronics,77.52,1,0.0,C10711,Credit Card
O2024006699,2024-06-21,West,Wholesale,P1010,Backpack,Lifestyle,40.09,2,0.05,C19048,Bank Transfer
O2024006700,2024-06-25,East,Marketplace,P1006,Ergonomic Chair,Home Office,244.9,8,0.0,C13420,Pix
O2024006701,2024-01-21,West,Online,P1003,USB-C Cable,Electronics,9.8,4,0.1,C16844,Bank Transfer
O2024006702,2024-11-27,South,Online,P1011,Bluetooth Speaker,Electronics,61.7,1,0.1,C13231,Debit Card
O2024006703,2024-12-12,East,Store,P1005,Desk Lamp,Home Office,35.6,1,0.15,C14191,Credit Card
O2024006704,2024-12-17,South,Store,P1010,Backpack,Lifestyle,47.28,1,0.1,C13665,Pix
O2024006705,2024-05-07,West,Store,P1006,Ergonomic Chair,Home Office,252.35,2,0.15,C16389,Bank Transfer
